scenarioId,scenarioName,timeSlot,localDeparture,departureAt,timeZone,provider,executionMode,status,errorCode,matrixCompleteness,matrixResponseMs,optimizationMs,cacheHit,externalRequestCount,matrixElementsBilled,estimatedCost,currency,recommendedOrder,totalWorkMinutes,drivingMinutes,distanceKm,tonneKilometers,lateMinutes,waitingMinutes,directionalityPenalty,score,warnings
"vilnius-west","Vakarinė Vilniaus dalis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:asymmetric","synthetic","success","","1","0.093","46.345","false","0","0","","","vilnius-west-stop-6|vilnius-west-stop-1|vilnius-west-stop-2|vilnius-west-stop-5|vilnius-west-stop-4|vilnius-west-stop-3","97.487","26.487","20.873","21.967","0","0","1.219","0.102","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-north","Šiaurinė miesto dalis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:city_traffic","synthetic","success","","1","0.31","94.496","false","0","0","","","vilnius-north-stop-1|vilnius-north-stop-3|vilnius-north-stop-2|vilnius-north-stop-4|vilnius-north-stop-6|vilnius-north-stop-5|vilnius-north-stop-7","182.825","105.825","42.103","28.406","0","0","23.503","0.082","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-north","Šiaurinė miesto dalis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:asymmetric","synthetic","success","","1","0.134","98.422","false","0","0","","","vilnius-north-stop-3|vilnius-north-stop-1|vilnius-north-stop-2|vilnius-north-stop-5|vilnius-north-stop-6|vilnius-north-stop-7|vilnius-north-stop-4","177.612","100.612","75.282","57.283","0","0","22.636","0.123","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-south-industrial","Pietinė ir pramoninė dalis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:city_traffic","synthetic","success","","1","0.173","61.794","false","0","0","","","vilnius-south-industrial-stop-2|vilnius-south-industrial-stop-3|vilnius-south-industrial-stop-1|vilnius-south-industrial-stop-6|vilnius-south-industrial-stop-5|vilnius-south-industrial-stop-4","160.069","82.533","32.834","27.377","0","2.536","8.747","0.141","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-south-industrial","Pietinė ir pramoninė dalis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:asymmetric","synthetic","success","","1","0.097","61.09","false","0","0","","","vilnius-south-industrial-stop-5|vilnius-south-industrial-stop-4|vilnius-south-industrial-stop-6|vilnius-south-industrial-stop-1|vilnius-south-industrial-stop-3|vilnius-south-industrial-stop-2","123.892","48.892","39.915","33.99","0","0","14.629","0.162","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-lentvaris-grigiskes","Lentvario ir Grigiškių kryptis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:city_traffic","synthetic","success","","1","0.18","62.275","false","0","0","","","vilnius-lentvaris-grigiskes-stop-1|vilnius-lentvaris-grigiskes-stop-2|vilnius-lentvaris-grigiskes-stop-6|vilnius-lentvaris-grigiskes-stop-5|vilnius-lentvaris-grigiskes-stop-4|vilnius-lentvaris-grigiskes-stop-3","160.215","90.215","35.892","27.154","0","0","8.836","0.001","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-lentvaris-grigiskes","Lentvario ir Grigiškių kryptis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:asymmetric","synthetic","success","","1","0.159","55.2","false","0","0","","","vilnius-lentvaris-grigiskes-stop-1|vilnius-lentvaris-grigiskes-stop-2|vilnius-lentvaris-grigiskes-stop-6|vilnius-lentvaris-grigiskes-stop-5|vilnius-lentvaris-grigiskes-stop-4|vilnius-lentvaris-grigiskes-stop-3","128.868","58.868","47.733","28.154","0","0","8.836","0.06","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-avizieniai","Avižienių kryptis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:city_traffic","synthetic","success","","1","0.152","85.064","false","0","0","","","vilnius-avizieniai-stop-1|vilnius-avizieniai-stop-2|vilnius-avizieniai-stop-3|vilnius-avizieniai-stop-4|vilnius-avizieniai-stop-5|vilnius-avizieniai-stop-6|vilnius-avizieniai-stop-7","166.678","93.678","37.27","32.957","0","0","9.367","0.04","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-avizieniai","Avižienių kryptis","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:asymmetric","synthetic","success","","1","0.105","80.223","false","0","0","","","vilnius-avizieniai-stop-1|vilnius-avizieniai-stop-2|vilnius-avizieniai-stop-3|vilnius-avizieniai-stop-4|vilnius-avizieniai-stop-5|vilnius-avizieniai-stop-6|vilnius-avizieniai-stop-7","146.169","68.388","49.643","49.376","0","4.781","9.367","0.14","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-mixed","Mišrus miesto ir užmiesčio maršrutas","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:city_traffic","synthetic","success","","1","0.186","128.644","false","0","0","","","vilnius-mixed-stop-7|vilnius-mixed-stop-1|vilnius-mixed-stop-4|vilnius-mixed-stop-6|vilnius-mixed-stop-8|vilnius-mixed-stop-2|vilnius-mixed-stop-3|vilnius-mixed-stop-5","327.237","239.237","95.18","94.108","0","0","36.008","0.126","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
"vilnius-mixed","Mišrus miesto ir užmiesčio maršrutas","late_evening","19:00","2026-08-03T16:00:00.000Z","Europe/Vilnius","synthetic:asymmetric","synthetic","success","","1","0.112","152.515","false","0","0","","","vilnius-mixed-stop-1|vilnius-mixed-stop-2|vilnius-mixed-stop-8|vilnius-mixed-stop-4|vilnius-mixed-stop-6|vilnius-mixed-stop-5|vilnius-mixed-stop-7|vilnius-mixed-stop-3","274.267","186.267","146.137","127.321","0","0","47.239","0.043","Sintetinė matrica: rezultatai nėra realaus kelių tiekėjo duomenys."
